,Postcode,Borough,Street,Latitude,Longitude,Coordinates,Clusters
2665,04-740,Wawer,ul. Czarnołęcka,52.2104,21.1885,"52.2104, 21.1885",3
2666,04-990,Wawer,ul. Czarnuszki,52.1611,21.1786,"52.1611, 21.1786",1
2667,04-705,Wawer,ul. Czatów,52.2121,21.1744,"52.2121, 21.1744",4
2668,04-922,Wawer,ul. Czekanowska,52.1638,21.2208,"52.1638, 21.2208",2
2669,04-918,Wawer,ul. Czekanowska,52.1649,21.2201,"52.1649, 21.2201",2
2670,04-743,Wawer,ul. Czeladnicza,52.2108,21.1897,"52.2108, 21.1897",3
2671,04-651,Wawer,ul. Czytelnicza,52.2207,21.1462,"52.2207, 21.1462",6
2672,04-710,Wawer,ul. Daliowa,52.2116,21.1767,"52.2116, 21.1767",4
2673,04-671,Wawer,ul. Darniowa,52.2181,21.1356,"52.2181, 21.1356",6
2674,04-956,Wawer,ul. Deptak,52.168,21.2009,"52.168, 21.2009",2
2675,04-973,Wawer,ul. Derkaczy,52.1565,21.2131,"52.1565, 21.2131",2
2676,04-969,Wawer,ul. Derkaczy,52.1617,21.2078,"52.1617, 21.2078",2
2677,04-963,Wawer,ul. Derkaczy,52.1643,21.2052,"52.1643, 21.2052",2
2678,04-845,Wawer,ul. Derwida,52.1767,21.2025,"52.1767, 21.2025",2
2679,04-979,Wawer,ul. Dmuchawcowa,52.1572,21.206,"52.1572, 21.206",2
2680,04-879,Wawer,ul. Draceny,52.1788,21.1779,"52.1788, 21.1779",1
2681,04-865,Wawer,ul. Droga Golfowa,52.1731,21.1455,"52.1731, 21.1455",5
2682,04-840,Wawer,ul. Drwali,52.1813,21.1972,"52.1813, 21.1972",1
2683,04-904,Wawer,ul. Dusznicka,52.1677,21.2145,"52.1677, 21.2145",2
2684,04-714,Wawer,ul. Dworcowa,52.2047,21.171,"52.2047, 21.171",4
2685,04-525,Wawer,ul. Działowa,52.2371,21.1467,"52.2371, 21.1467",6
2686,04-908,Wawer,ul. Dziecięca,52.1676,21.2158,"52.1676, 21.2158",2
2687,04-666,Wawer,ul. Dzielnicowa,52.2227,21.1426,"52.2227, 21.1426",6
2688,04-745,Wawer,ul. Dzięcieliny,52.2093,21.1922,"52.2093, 21.1922",3
2689,04-988,Wawer,ul. Dzięcioła,52.1694,21.1645,"52.1694, 21.1645",1
2690,04-732,Wawer,ul. Dzięgielowa,52.2167,21.2055,"52.2167, 21.2055",3
2691,04-690,Wawer,ul. E. Jankowskiego,52.2089,21.1496,"52.2089, 21.1496",6
2692,04-801,Wawer,ul. Ezopa,52.1941,21.186,"52.1941, 21.186",1
2693,04-805,Wawer,ul. Ezopa,52.193999999999996,21.1975,"52.193999999999996, 21.1975",1
2694,04-682,Wawer,ul. F. Marciniaka,52.2204,21.1405,"52.2204, 21.1405",6
2695,04-935,Wawer,ul. Filmowa,52.1584,21.2202,"52.1584, 21.2202",2
2696,04-929,Wawer,ul. Filmowa,52.162,21.2169,"52.162, 21.2169",2
2697,04-917,Wawer,ul. Filmowa,52.1643,21.2145,"52.1643, 21.2145",2
2698,04-686,Wawer,ul. Floksów,52.2168,21.145,"52.2168, 21.145",6
2699,04-664,Wawer,ul. Floriana,52.2261,21.1417,"52.2261, 21.1417",6
2700,04-883,Wawer,ul. Frezji,52.1787,21.1855,"52.1787, 21.1855",1
2701,04-811,Wawer,ul. Fromborska,52.1888,21.2166,"52.1888, 21.2166",2
2702,04-947,Wawer,ul. Frysztacka,52.1605,21.2275,"52.1605, 21.2275",2
2703,04-721,Wawer,ul. Fuksji,52.2033,21.1774,"52.2033, 21.1774",4
2704,04-896,Wawer,ul. Garncarska,52.1729,21.1968,"52.1729, 21.1968",2
2705,04-886,Wawer,ul. Garncarska,52.1802,21.1895,"52.1802, 21.1895",1
2706,04-785,Wawer,ul. Gawronia,52.1848,21.1523,"52.1848, 21.1523",5
2707,04-521,Wawer,ul. Gąsienicowa,52.2346,21.1401,"52.2346, 21.1401",8
2708,04-884,Wawer,ul. Godlewska,52.1775,21.1913,"52.1775, 21.1913",1
2709,04-231,Wawer,ul. Goździków,52.2385,21.1372,"52.2385, 21.1372",8
2710,04-906,Wawer,ul. Gruntowa,52.1663,21.2152,"52.1663, 21.2152",2
2711,04-779,Wawer,ul. Gruszy,52.1972,21.1633,"52.1972, 21.1633",4
2712,04-629,Wawer,ul. H. Wierzchowskiego,52.2173,21.1764,"52.2173, 21.1764",4
2713,04-704,Wawer,ul. Hafciarska,52.2095,21.1759,"52.2095, 21.1759",4
2714,04-725,Wawer,ul. Hafciarska,52.214,21.1829,"52.214, 21.1829",4
2715,04-658,Wawer,ul. Hajnowska,52.2152,21.1529,"52.2152, 21.1529",6
2716,04-885,Wawer,ul. Halki,52.1781,21.1873,"52.1781, 21.1873",1
2717,04-864,Wawer,ul. Halki,52.181000000000004,21.1855,"52.181000000000004, 21.1855",1
2718,04-961,Wawer,ul. Halna,52.1653,21.2038,"52.1653, 21.2038",2
2719,04-559,Wawer,ul. Harmonistów,52.2284,21.1466,"52.2284, 21.1466",6
2720,04-796,Wawer,ul. Heliotropów,52.1826,21.1364,"52.1826, 21.1364",5
2721,04-824,Wawer,ul. Herbaciana,52.1812,21.201999999999998,"52.1812, 21.201999999999998",1
2722,04-515,Wawer,ul. Hermanowska,52.2298,21.1423,"52.2298, 21.1423",6
2723,04-624,Wawer,ul. Homera,52.2214,21.1653,"52.2214, 21.1653",4
2724,04-880,Wawer,ul. Hortensji,52.1766,21.1792,"52.1766, 21.1792",1
2725,04-826,Wawer,ul. Hufcowa,52.1811,21.2067,"52.1811, 21.2067",2
2726,04-602,Wawer,ul. I Poprzeczna,52.225,21.1541,"52.225, 21.1541",6
2727,04-955,Wawer,ul. Iglasta,52.1702,21.1947,"52.1702, 21.1947",2
2728,04-604,Wawer,ul. Iglasta,52.2211,21.1566,"52.2211, 21.1566",6
2729,04-605,Wawer,ul. III Poprzeczna,52.2225,21.1574,"52.2225, 21.1574",6
2730,04-784,Wawer,ul. III Poprzeczna,52.1943,21.1642,"52.1943, 21.1642",4
2731,04-611,Wawer,ul. IV Poprzeczna,52.2202,21.1586,"52.2202, 21.1586",6
2732,04-637,Wawer,ul. IX Poprzeczna,52.2125,21.1656,"52.2125, 21.1656",4
2733,04-838,Wawer,ul. Izbicka,52.1827,21.2051,"52.1827, 21.2051",2
2734,04-822,Wawer,ul. Izbicka,52.1827,21.2111,"52.1827, 21.2111",2
2735,04-833,Wawer,ul. Izerska,52.1849,21.191,"52.1849, 21.191",1
2736,04-744,Wawer,ul. J. Kossakowskiego,52.2106,21.1914,"52.2106, 21.1914",3
2737,04-834,Wawer,ul. J. Osterwy,52.1857,21.1933,"52.1857, 21.1933",1
2738,04-808,Wawer,ul. J. Osterwy,52.1906,21.1951,"52.1906, 21.1951",1
2739,04-563,Wawer,ul. J. Skrzyneckiego,52.227,21.154,"52.227, 21.154",6
2740,04-564,Wawer,ul. J. Strusia,52.2285,21.1498,"52.2285, 21.1498",6
2741,04-532,Wawer,ul. J. Strusia,52.2324,21.1481,"52.2324, 21.1481",6
2742,04-683,Wawer,ul. Jabłeczna,52.22,21.141,"52.22, 21.141",6
2743,04-652,Wawer,ul. Jabłeczna,52.2201,21.1459,"52.2201, 21.1459",6
2744,04-863,Wawer,ul. Jagody,52.1819,21.1829,"52.1819, 21.1829",1
2745,04-816,Wawer,ul. Janosika,52.1932,21.2194,"52.1932, 21.2194",2
2746,04-860,Wawer,ul. Januszewska,52.1851,21.1818,"52.1851, 21.1818",1
2747,04-709,Wawer,ul. Jaskrów,52.2111,21.1753,"52.2111, 21.1753",4
2748,04-878,Wawer,ul. Jaszczurcza,52.1809,21.1761,"52.1809, 21.1761",1
2749,04-748,Wawer,ul. Jelenia,52.208999999999996,21.1956,"52.208999999999996, 21.1956",3
2750,04-746,Wawer,ul. Jemiołowa,52.2095,21.1939,"52.2095, 21.1939",3
2751,03-991,Wawer,ul. Jeziorowa,52.1968,21.127,"52.1968, 21.127",5
2752,04-770,Wawer,ul. Jeżynowa,52.1982,21.1507,"52.1982, 21.1507",5
2753,04-823,Wawer,ul. Jontka,52.1841,21.2048,"52.1841, 21.2048",2
2754,04-854,Wawer,ul. K. Króla,52.1895,21.1775,"52.1895, 21.1775",1
2755,04-760,Wawer,ul. K. Szpotańskiego,52.2085,21.1646,"52.2085, 21.1646",4
2756,04-556,Wawer,ul. Kaczeńca,52.2284,21.1454,"52.2284, 21.1454",6
2757,04-516,Wawer,ul. Kaczeńca,52.235,21.1389,"52.235, 21.1389",8
2758,04-712,Wawer,ul. Kaczy Dół,52.2114,21.1756,"52.2114, 21.1756",4
2759,03-987,Wawer,ul. Kadetów,52.2144,21.1111,"52.2144, 21.1111",40
2760,04-513,Wawer,ul. Kalinowska,52.2332,21.139,"52.2332, 21.139",8
2761,04-541,Wawer,ul. Karpacka,52.233999999999995,21.1518,"52.233999999999995, 21.1518",6
2762,04-781,Wawer,ul. Kartonowa,52.196000000000005,21.1644,"52.196000000000005, 21.1644",4
2763,04-848,Wawer,ul. Kąkolowa,52.1745,21.2017,"52.1745, 21.2017",2
2764,04-842,Wawer,ul. Kąkolowa,52.1809,21.1953,"52.1809, 21.1953",1
2765,04-915,Wawer,ul. Kędzierzyńska,52.162,21.2127,"52.162, 21.2127",2
2766,04-940,Wawer,ul. Kisielicka,52.1606,21.2247,"52.1606, 21.2247",2
2767,04-654,Wawer,ul. Klimontowska,52.2178,21.1498,"52.2178, 21.1498",6
2768,04-672,Wawer,ul. Klimontowska,52.2181,21.1391,"52.2181, 21.1391",6
2769,04-681,Wawer,ul. Klimontowska,52.2179,21.1443,"52.2179, 21.1443",6
2770,04-913,Wawer,ul. Kłodzka,52.1649,21.2167,"52.1649, 21.2167",2
2771,04-991,Wawer,ul. Kminkowa,52.1592,21.1855,"52.1592, 21.1855",1
2772,04-669,Wawer,ul. Kobryńska,52.2244,21.1363,"52.2244, 21.1363",6
2773,04-758,Wawer,ul. Kociszewskich,52.2098,21.2109,"52.2098, 21.2109",3
2774,04-718,Wawer,ul. Kolarska,52.2029,21.1728,"52.2029, 21.1728",4
2775,04-679,Wawer,ul. Kombajnistów,52.2031,21.138,"52.2031, 21.138",5
2776,04-707,Wawer,ul. Konopna,52.2096,21.1732,"52.2096, 21.1732",4
2777,04-813,Wawer,ul. Koprowa,52.1897,21.2077,"52.1897, 21.2077",2
2778,04-502,Wawer,ul. Korkowa,52.235,21.1336,"52.235, 21.1336",8
2779,04-519,Wawer,ul. Korkowa,52.2375,21.1436,"52.2375, 21.1436",6
2780,04-549,Wawer,ul. Korkowa,52.2398,21.1543,"52.2398, 21.1543",6
2781,04-558,Wawer,ul. Korsuńska,52.2291,21.1458,"52.2291, 21.1458",6
2782,04-641,Wawer,ul. Kosynierów,52.2143,21.1694,"52.2143, 21.1694",4
2783,04-829,Wawer,ul. Koszęcińska,52.1816,21.2141,"52.1816, 21.2141",2
2784,04-570,Wawer,ul. Kościuszkowców,52.2291,21.1599,"52.2291, 21.1599",6
2785,04-552,Wawer,ul. Kościuszkowców,52.2409,21.1559,"52.2409, 21.1559",6
2786,04-545,Wawer,ul. Kościuszkowców,52.235,21.1575,"52.235, 21.1575",6
2787,04-715,Wawer,ul. Kożuchowska,52.2043,21.1725,"52.2043, 21.1725",4
2788,04-812,Wawer,ul. Krasnoludków,52.1915,21.2041,"52.1915, 21.2041",2
2789,04-627,Wawer,ul. Krawiecka,52.2224,21.169,"52.2224, 21.169",4
2790,04-995,Wawer,ul. Krokusów,52.153999999999996,21.1992,"52.153999999999996, 21.1992",2
2791,04-526,Wawer,ul. Króla Maciusia,52.2387,21.1455,"52.2387, 21.1455",6
2792,04-719,Wawer,ul. Krupnicza,52.2034,21.1754,"52.2034, 21.1754",4
2793,04-795,Wawer,ul. Kuligowska,52.1853,21.1349,"52.1853, 21.1349",5
2794,04-872,Wawer,ul. Kwiatowa Polana,52.1735,21.1639,"52.1735, 21.1639",1
2795,04-695,Wawer,ul. Kwidzyńska,52.211000000000006,21.1569,"52.211000000000006, 21.1569",4
2796,04-876,Wawer,ul. Lawendowa,52.1877,21.1643,"52.1877, 21.1643",4
2797,04-846,Wawer,ul. Lawinowa,52.1753,21.2052,"52.1753, 21.2052",2
2798,04-674,Wawer,ul. Lebiodowa,52.2083,21.1384,"52.2083, 21.1384",5
2799,04-953,Wawer,ul. Liliowa,52.1638,21.1862,"52.1638, 21.1862",1
2800,04-836,Wawer,ul. Limby,52.1849,21.1956,"52.1849, 21.1956",1
2801,04-687,Wawer,ul. Lucerny,52.2141,21.1469,"52.2141, 21.1469",6
2802,04-802,Wawer,ul. Łabędzia,52.1919,21.1866,"52.1919, 21.1866",1
2803,04-806,Wawer,ul. Łabędzia,52.1915,21.1942,"52.1915, 21.1942",1
2804,04-771,Wawer,ul. Łańcucka,52.2007,21.1695,"52.2007, 21.1695",4
2805,04-856,Wawer,ul. Łosicka,52.1891,21.1773,"52.1891, 21.1773",1
2806,04-227,Wawer,ul. Łozinowa,52.2351,21.1315,"52.2351, 21.1315",8
2807,04-528,Wawer,ul. Łysakowska,52.2365,21.1453,"52.2365, 21.1453",6
2808,04-621,Wawer,ul. M. Kajki,52.2217,21.163,"52.2217, 21.163",6
2809,04-634,Wawer,ul. M. Kajki,52.2133,21.1659,"52.2133, 21.1659",4
2810,04-975,Wawer,ul. M. Kamieńskiego,52.1595,21.2092,"52.1595, 21.2092",2
2811,04-703,Wawer,ul. M. Pożaryskiego,52.2048,21.177,"52.2048, 21.177",4
2812,04-632,Wawer,ul. M. Pożaryskiego,52.2111,21.1648,"52.2111, 21.1648",4
2813,04-716,Wawer,ul. Maciejowicka,52.2023,21.1725,"52.2023, 21.1725",4
2814,04-893,Wawer,ul. Macierzanki,52.1734,21.1936,"52.1734, 21.1936",2
2815,04-530,Wawer,ul. Magnolii,52.2376,21.1503,"52.2376, 21.1503",6
2816,04-889,Wawer,ul. Majerankowa,52.1749,21.1821,"52.1749, 21.1821",1
2817,04-962,Wawer,ul. Małowiejska,52.1632,21.2021,"52.1632, 21.2021",2
2818,04-717,Wawer,ul. Marecka,52.2031,21.1739,"52.2031, 21.1739",4
2819,04-617,Wawer,ul. Marysińska,52.2191,21.1561,"52.2191, 21.1561",6
2820,04-606,Wawer,ul. Marysińska,52.2237,21.1544,"52.2237, 21.1544",6
2821,03-992,Wawer,ul. Masłowiecka,52.2017,21.1288,"52.2017, 21.1288",5
2822,04-735,Wawer,ul. Mchów,52.2115,21.2066,"52.2115, 21.2066",3
2823,04-977,Wawer,ul. Michalinki,52.1548,21.2147,"52.1548, 21.2147",2
2824,04-692,Wawer,ul. Mielecka,52.2125,21.1512,"52.2125, 21.1512",6
2825,04-925,Wawer,ul. Międzyrzecka,52.1601,21.2154,"52.1601, 21.2154",2
2826,04-506,Wawer,ul. Minerska,52.2306,21.1379,"52.2306, 21.1379",8
2827,04-720,Wawer,ul. Mniszka,52.2035,21.1762,"52.2035, 21.1762",4
2828,04-772,Wawer,ul. Modrzykowa,52.2016,21.1642,"52.2016, 21.1642",4
2829,04-226,Wawer,ul. Morgowa,52.235,21.1302,"52.235, 21.1302",8
2830,04-776,Wawer,ul. Motylkowa,52.1985,21.1512,"52.1985, 21.1512",5
2831,04-888,Wawer,ul. Mozaikowa,52.1765,21.1835,"52.1765, 21.1835",1
2832,04-971,Wawer,ul. Mozaikowa,52.162,21.2034,"52.162, 21.2034",2
2833,04-952,Wawer,ul. Mozaikowa,52.1635,21.2022,"52.1635, 21.2022",2
2834,04-857,Wawer,ul. Mrówcza,52.1892,21.1694,"52.1892, 21.1694",4
2835,04-768,Wawer,ul. Mrówcza,52.1984,21.1678,"52.1984, 21.1678",4
2836,04-697,Wawer,ul. Mrówcza,52.2105,21.1605,"52.2105, 21.1605",4
2837,04-762,Wawer,ul. Mrówcza,52.2045,21.165,"52.2045, 21.165",4
2838,04-688,Wawer,ul. Murarska,52.2122,21.1435,"52.2122, 21.1435",6
2839,04-987,Wawer,ul. Nad Wisłą,52.1558,21.1806,"52.1558, 21.1806",1
2840,04-936,Wawer,ul. Narcyzowa,52.1599,21.2238,"52.1599, 21.2238",2
2841,04-930,Wawer,ul. Narcyzowa,52.1627,21.2205,"52.1627, 21.2205",2
2842,03-989,Wawer,ul. Nasturcjowa,52.2168,21.1038,"52.2168, 21.1038",40
2843,04-958,Wawer,ul. Nenufarów,52.1713,21.1846,"52.1713, 21.1846",1
2844,04-635,Wawer,ul. Niemodlińska,52.2135,21.1678,"52.2135, 21.1678",4
2845,04-505,Wawer,ul. Nowowiśniowa,52.233999999999995,21.1342,"52.233999999999995, 21.1342",8
2846,04-739,Wawer,ul. Obiegowa,52.2103,21.1874,"52.2103, 21.1874",3
2847,04-942,Wawer,ul. Ochocza,52.1592,21.2241,"52.1592, 21.2241",2
2848,04-778,Wawer,ul. Odeska,52.1989,21.1675,"52.1989, 21.1675",4
2849,04-867,Wawer,ul. Odrębna,52.1798,21.1455,"52.1798, 21.1455",5
2850,04-626,Wawer,ul. Odrodzenia,52.2217,21.1686,"52.2217, 21.1686",4
2851,04-507,Wawer,ul. Ojrzanowska,52.2304,21.1407,"52.2304, 21.1407",6
2852,04-240,Wawer,ul. Okularowa,52.24100000000001,21.1362,"52.24100000000001, 21.1362",8
2853,04-980,Wawer,ul. Olecka,52.1549,21.2068,"52.1549, 21.2068",2
2854,04-939,Wawer,ul. Oliwkowa,52.1588,21.2199,"52.1588, 21.2199",2
2855,04-237,Wawer,ul. Optyczna,52.2395,21.1344,"52.2395, 21.1344",8
2856,04-890,Wawer,ul. Orchidei,52.1736,21.1846,"52.1736, 21.1846",1
2857,04-508,Wawer,ul. Orlika,52.2291,21.1423,"52.2291, 21.1423",6
2858,04-733,Wawer,ul. Ostów,52.2173,21.2068,"52.2173, 21.2068",3
2859,04-937,Wawer,ul. Ostrogi,52.1677,21.24,"52.1677, 21.24",2
2860,04-989,Wawer,ul. Ostróżki,52.1647,21.1667,"52.1647, 21.1667",1
2861,04-529,Wawer,ul. Otwarta,52.2373,21.1481,"52.2373, 21.1481",6
2862,04-976,Wawer,ul. Owocowa,52.1573,21.2119,"52.1573, 21.2119",2
2863,04-693,Wawer,ul. Paczkowska,52.2108,21.1527,"52.2108, 21.1527",6
2864,04-684,Wawer,ul. Palmowa,52.2162,21.1409,"52.2162, 21.1409",6
2865,04-877,Wawer,ul. Panny Wodnej,52.1835,21.1747,"52.1835, 21.1747",1
2866,04-862,Wawer,ul. Panny Wodnej,52.1834,21.1821,"52.1834, 21.1821",1
2867,04-793,Wawer,ul. Panoramy,52.1872,21.1301,"52.1872, 21.1301",5
2868,03-990,Wawer,ul. Panoramy,52.1911,21.127,"52.1911, 21.127",5
2869,03-985,Wawer,ul. Papierowa,52.2093,21.1157,"52.2093, 21.1157",40
2870,04-751,Wawer,ul. Paprociowa,52.2062,21.1842,"52.2062, 21.1842",3
2871,04-894,Wawer,ul. Pasażerska,52.1724,21.198,"52.1724, 21.198",2
2872,04-972,Wawer,ul. Patriotów,52.1577,21.2143,"52.1577, 21.2143",2
2873,04-933,Wawer,ul. Patriotów,52.1567,21.2173,"52.1567, 21.2173",2
2874,04-844,Wawer,ul. Patriotów,52.1737,21.2006,"52.1737, 21.2006",2
2875,04-950,Wawer,ul. Patriotów,52.1674,21.2044,"52.1674, 21.2044",2
2876,04-839,Wawer,ul. Patriotów,52.1809,21.1932,"52.1809, 21.1932",1
2877,04-892,Wawer,ul. Patriotów,52.174,21.1975,"52.174, 21.1975",2
2878,04-832,Wawer,ul. Patriotów,52.1861,21.1878,"52.1861, 21.1878",1
2879,04-881,Wawer,ul. Patriotów,52.1785,21.1931,"52.1785, 21.1931",1
2880,04-804,Wawer,ul. Patriotów,52.1909,21.1831,"52.1909, 21.1831",1
2881,04-858,Wawer,ul. Patriotów,52.1838,21.1881,"52.1838, 21.1881",1
2882,04-701,Wawer,ul. Patriotów,52.2015,21.1725,"52.2015, 21.1725",4
2883,04-852,Wawer,ul. Patriotów,52.1898,21.1821,"52.1898, 21.1821",1
2884,04-920,Wawer,ul. Patriotów,52.1599,21.2138,"52.1599, 21.2138",2
2885,04-767,Wawer,ul. Patriotów,52.202,21.1698,"52.202, 21.1698",4
2886,04-736,Wawer,ul. Patriotów,52.2065,21.1829,"52.2065, 21.1829",3
2887,04-912,Wawer,ul. Patriotów,52.1635,21.2102,"52.1635, 21.2102",2
2888,04-966,Wawer,ul. Patriotów,52.1629,21.209,"52.1629, 21.209",2
2889,04-900,Wawer,ul. Patriotów,52.169,21.2049,"52.169, 21.2049",2
2890,04-794,Wawer,ul. Peonii,52.1875,21.1356,"52.1875, 21.1356",5
2891,04-729,Wawer,ul. Perzowa,52.2166,21.2024,"52.2166, 21.2024",3
2892,04-685,Wawer,ul. Pielęgniarek,52.2159,21.143,"52.2159, 21.143",6
2893,04-731,Wawer,ul. Piołunowa,52.2184,21.2025,"52.2184, 21.2025",3
2894,04-841,Wawer,ul. Pleciona,52.1788,21.1983,"52.1788, 21.1983",1
2895,04-984,Wawer,ul. Początkowa,52.1544,21.2106,"52.1544, 21.2106",2
2896,04-924,Wawer,ul. Podjazd,52.1607,21.2147,"52.1607, 21.2147",2
2897,04-819,Wawer,ul. Podmokła,52.192,21.2267,"52.192, 21.2267",2
2898,04-645,Wawer,ul. Podstawowa,52.2159,21.1809,"52.2159, 21.1809",4
2899,04-994,Wawer,ul. Poezji,52.1547,21.1927,"52.1547, 21.1927",1
2900,04-676,Wawer,ul. Pokrzywowa,52.2048,21.136,"52.2048, 21.136",5
2901,04-992,Wawer,ul. Połaniecka,52.1576,21.1839,"52.1576, 21.1839",1
2902,04-789,Wawer,ul. Południowa,52.1878,21.1512,"52.1878, 21.1512",5
2903,04-780,Wawer,ul. Pomarańczowa,52.1969,21.1654,"52.1969, 21.1654",4
2904,04-694,Wawer,ul. Pomiechowska,52.2113,21.154,"52.2113, 21.154",6
2905,04-859,Wawer,ul. Pomologiczna,52.1864,21.1805,"52.1864, 21.1805",1
2906,04-747,Wawer,ul. Porostowa,52.2085,21.1949,"52.2085, 21.1949",3
2907,04-566,Wawer,ul. Potockich,52.2285,21.1536,"52.2285, 21.1536",6
2908,04-534,Wawer,ul. Potockich,52.2338,21.1511,"52.2338, 21.1511",6
2909,04-561,Wawer,ul. Powszechna,52.229,21.1478,"52.229, 21.1478",6
2910,04-622,Wawer,ul. Przelot,52.2248,21.1607,"52.2248, 21.1607",6
2911,04-909,Wawer,ul. Przełęczy,52.1728,21.2238,"52.1728, 21.2238",2
2912,04-943,Wawer,ul. Przełęczy,52.1646,21.2248,"52.1646, 21.2248",2
2913,04-874,Wawer,ul. Przewodowa,52.1716,21.1687,"52.1716, 21.1687",1
2914,04-895,Wawer,ul. Przewodowa,52.1715,21.191999999999997,"52.1715, 21.191999999999997",2
2915,04-569,Wawer,ul. Przyjaźni,52.2291,21.1587,"52.2291, 21.1587",6
2916,04-544,Wawer,ul. Przyjaźni,52.2327,21.156999999999996,"52.2327, 21.156999999999996",6
2917,04-959,Wawer,ul. Przyjemna,52.1701,21.1886,"52.1701, 21.1886",1
2918,04-807,Wawer,ul. Przyleśna,52.1918,21.191,"52.1918, 21.191",1
2919,04-643,Wawer,ul. R. Pazińskiego,52.215,21.1745,"52.215, 21.1745",4
2920,04-850,Wawer,ul. Radłowa,52.1786,21.2083,"52.1786, 21.2083",2
2921,04-827,Wawer,ul. Radłowa,52.1812,21.2073,"52.1812, 21.2073",2
2922,04-764,Wawer,ul. Radomszczańska,52.2059,21.1622,"52.2059, 21.1622",4
2923,04-982,Wawer,ul. Ratyniecka,52.1538,21.211,"52.1538, 21.211",2
2924,04-891,Wawer,ul. Rejowiecka,52.1738,21.1822,"52.1738, 21.1822",1
2925,04-897,Wawer,ul. Rejowiecka,52.1734,21.1882,"52.1734, 21.1882",1
2926,04-235,Wawer,ul. Rekrucka,52.2384,21.1411,"52.2384, 21.1411",8
2927,04-537,Wawer,ul. Reszelska,52.2388,21.1535,"52.2388, 21.1535",6
2928,04-232,Wawer,ul. Rezedowa,52.2377,21.1384,"52.2377, 21.1384",8
2929,04-773,Wawer,ul. Rogatkowa,52.2023,21.1639,"52.2023, 21.1639",4
2930,04-562,Wawer,ul. Rolnicza,52.23,21.1531,"52.23, 21.1531",6
2931,04-708,Wawer,ul. Rosnąca,52.2104,21.1744,"52.2104, 21.1744",4
2932,04-926,Wawer,ul. Rożek,52.1601,21.2145,"52.1601, 21.2145",2
2933,04-662,Wawer,ul. Rubinowa,52.2245,21.146,"52.2245, 21.146",6
2934,04-633,Wawer,ul. Rzeźbiarska,52.2131,21.164,"52.2131, 21.164",4
2935,04-620,Wawer,ul. Rzeźbiarska,52.2214,21.160999999999998,"52.2214, 21.160999999999998",6
2936,04-609,Wawer,ul. Rzeźbiarska,52.225,21.1598,"52.225, 21.1598",6
2937,04-660,Wawer,ul. Sadulska,52.216,21.1464,"52.216, 21.1464",6
2938,04-538,Wawer,ul. Sezam,52.2383,21.1535,"52.2383, 21.1535",6
2939,03-986,Wawer,ul. Sęczkowa,52.2134,21.1086,"52.2134, 21.1086",40
2940,04-512,Wawer,ul. Sępia,52.2334,21.1375,"52.2334, 21.1375",8
2941,04-797,Wawer,ul. Skalnicowa,52.1856,21.1403,"52.1856, 21.1403",5
2942,04-560,Wawer,ul. Skokowa,52.2283,21.1469,"52.2283, 21.1469",6
2943,04-726,Wawer,ul. Skowronkowa,52.2118,21.1809,"52.2118, 21.1809",4
2944,04-742,Wawer,ul. Smardzewska,52.2134,21.1909,"52.2134, 21.1909",3
2945,04-723,Wawer,ul. Smogulecka,52.203,21.1818,"52.203, 21.1818",4
2946,04-689,Wawer,ul. Snopowa,52.2117,21.1454,"52.2117, 21.1454",6
2947,04-648,Wawer,ul. Solidna,52.2199,21.1514,"52.2199, 21.1514",6
2948,04-678,Wawer,ul. Sporyszowa,52.2039,21.1366,"52.2039, 21.1366",5
2949,04-551,Wawer,ul. Starego Doktora,52.2406,21.154,"52.2406, 21.154",6
2950,04-233,Wawer,ul. Stepowa,52.2376,21.139,"52.2376, 21.139",8
2951,04-567,Wawer,ul. Storczykowa,52.2287,21.1554,"52.2287, 21.1554",6
2952,04-535,Wawer,ul. Storczykowa,52.2331,21.1533,"52.2331, 21.1533",6
2953,04-619,Wawer,ul. Stradomska,52.2175,21.1605,"52.2175, 21.1605",4
2954,04-608,Wawer,ul. Stradomska,52.2232,21.1585,"52.2232, 21.1585",6
2955,04-650,Wawer,ul. Stylowa,52.2215,21.1456,"52.2215, 21.1456",6
2956,04-954,Wawer,ul. Szafirowa,52.1691,21.1936,"52.1691, 21.1936",2
2957,04-655,Wawer,ul. Szalejowa,52.2173,21.1509,"52.2173, 21.1509",6
2958,04-238,Wawer,ul. Szpacza,52.2401,21.1356,"52.2401, 21.1356",8
2959,04-996,Wawer,ul. Sztumska,52.1523,21.201999999999998,"52.1523, 21.201999999999998",2
2960,04-981,Wawer,ul. Sztumska,52.1532,21.2108,"52.1532, 21.2108",2
2961,04-851,Wawer,ul. Sztygarów,52.1798,21.2088,"52.1798, 21.2088",2
2962,04-828,Wawer,ul. Sztygarów,52.1753,21.2195,"52.1753, 21.2195",2
2963,04-514,Wawer,ul. Szumna,52.2345,21.1374,"52.2345, 21.1374",8
2964,04-728,Wawer,ul. Ślazowa,52.2162,21.2005,"52.2162, 21.2005",3
2965,04-722,Wawer,ul. Świebodzińska,52.2031,21.1799,"52.2031, 21.1799",4
2966,04-504,Wawer,ul. Świecka,52.233999999999995,21.1332,"52.233999999999995, 21.1332",8
2967,04-644,Wawer,ul. T. Axentowicza,52.215,21.177,"52.215, 21.177",4
2968,04-510,Wawer,ul. T. Edisona,52.2308,21.1387,"52.2308, 21.1387",8
